WKN;ARIVA_NAME;UNTERNEHMENSPROFIL
A1K03W;nexr_technologies-aktie;"NeXR Technologies SE beschäftigt sich mit der Entwicklung von Technologien und Anwendungen, die Augmented Reality, Mixed Reality und Virtual Reality zusammenbringen, um die nächste erweiterte Realität in den Vereinigten Staaten, Deutschland, Europa und international zu schaffen. Es bietet NeXR Show, eine maßgeschneiderte virtuelle Bühne für Künstler in Echtzeit; NeXR Seminar, eine Virtual-Reality-Lösung für Präsentationen, Seminare und Schulungen aus der Ferne; NeXR Experiences, die die Möglichkeiten der virtuellen Realität entdecken; NeXR Fitness, eine Software, die personalisierte Avatare erstellt; und NeXR Fashion, eine Lösung für die Modeindustrie, die auf der Grundlage von 3D-Körperscannern entwickelt wurde, sowie NeXR Avatar, eine App, die alle Dienste bündelt, die mit der Erstellung von Avataren mit realistischer Gestik und Mimik verbunden sind. Das Unternehmen war früher unter dem Namen Staramba SE bekannt und änderte im September 2019 seinen Namen in NEXR Technologies SE. NEXR Technologies SE hat seinen Sitz in Berlin, Deutschland. NEXR Technologies SE ist eine Tochtergesellschaft der Hevella Capital GmbH & Co. KGaA."
A0L1NQ;german_values_property_group-aktie;Die German Values Property Group AG ist Konzernobergesellschaft des börsennotierten German Values Property-Konzerns. Die Geschäftstätigkeit besteht im Ankauf, dem Handel und der Verwaltung von Grundbesitz und Immobilienbeteiligungen mit Schwerpunkt auf Gewerbeimmobilien im technologisch wissenschaftlichen Bereich. In der Mieterstruktur liegt der Fokus auf ertragsstarken Ankermietern aus Forschung, Technologie und Wissenschaft. Weiterhin ist der Aufbau eines Portfolios im Bereich Land Banking und Land Development geplant. Im Jahr 1996 wurde die Gesellschaft unter der Firma Travel24.com AG als Touristikunternehmen gegründet. Am 15. März 2000 ging das Unternehmen an die Börse und wurde erstmalig im Neuen Markt gelistet. Die German Values Property Group AG ist 2021 aus der Travel24.com AG hervorgegangen und hat nach erfolgter Umfirmierung die Neuausrichtung zum Immobilienunternehmen vollzogen. Copyright 2021 facunda financial data GmbH
A16130;kst_beteiligungen-aktie;Die KST Beteiligungs AG ist eine deutsche Beteiligungsgesellschaft. Ihre Investitionsstrategie gliedert sich in zwei Teilbereiche. Zum einen investiert die KST in aussichtsreiche börsennotierte Nebenwerte im deutschsprachigen Raum. Dabei gibt eskeine Branchenschwerpunkte. Die KST verfolgt einen langfristigen Beteiligungsansatz und begleitet die Unternehmen als engagierte Minderheitsgesellschafterin aktiv während des gesamten Anlagezeitraums. Zum anderen engagiert sich die KST weltweit bei Unternehmen, die aus vorübergehend deutliche Bewertungsabschläge aufweisen. Dabei erfolgen die Investitionen als klassische Aktienanlagen oder beispielsweise in Form von Wandel- oder Optionsanleihen. Copyright 2021 facunda financial data GmbH
A2DA40;lehner_investments-aktie;LEHNER INVESTMENTS besteht aus der an der Frankfurt Wertpapierbörse notierten Beteiligungsgesellschaft LEHNER INVESTMENTS AG, sowie deren Töchtern dem Fonds-Initiator LEHNER INVESTMENTS FUND FACTORY Ltd, dem Asset Manager Catana Capital GmbH sowie der Fonds-Vermittlungsagentur LEHNER INVESTMENTS SALES AGENCY GmbH. Copyright 2021 facunda financial data GmbH
A2AACF;starcore_international_mines-aktie;Starcore International Mines Ltd. ist ein Rohstoffunternehmen, das sich mit der Exploration, dem Abbau und der Verarbeitung von Bodenschätzen in Mexiko befasst. Über seine Tochtergesellschaft Compañia Minera Peña de Bernal, S.A. de C.V. sucht das Unternehmen nach Gold- und Silberlagerstätten. Sein Hauptgrundstück ist die Mine San Martin, die aus 8 Bergbau-Claims besteht und eine Fläche von 12.991,78 Hektar in Queretaro, Mexiko, umfasst. Das Unternehmen war früher als Starcore International Ventures Ltd. bekannt und änderte im Februar 2008 seinen Namen in Starcore International Mines Ltd. Starcore International Mines Ltd. wurde im Jahr 1980 gegründet und hat seinen Hauptsitz in Vancouver, Kanada.
A11QU1;dci-aktie;Die DCI Database for Commerce and Industry AG (DCI) ist ein Dienstleister für digitales Absatzmanagement. Das Unternehmen tritt dabei als Outsourcing-Partner auf, um die Geschäftsprozesse der Kunden in den Bereichen Beschaffung, Vertrieb und Datenmanagement zu übernehmen und zu optimieren. Mit den angebotenen Services deckt DCI Aufgaben entlang der gesamten Wertschöpfungskette in den Geschäftsfeldern e-Commerce, Beschaffung und Information Providing ab. Das Wide Area Infoboard – kurz WAI – ist eine von der DCI AG entwickelte und patentierte Technologie zur automatisierten Verbreitung von aktuellem Content (wie z.B. E-Mails, WAI-Pages, Presse-Infos) über zielgruppenspezifische Internet-Portale. Die Technologielösungen aus den Bereichen Online-Marketing, E-Mail Marketing und eCommerce sollen dazu beitragen, Werbetreibende, Agenturen, Publisher und Kunden dauerhaft und profitabel zu vernetzen. Fachportalen, Messegesellschaften, Verlagen und Werbetreibenden bietet die Gesellschaft maßgeschneiderte Werbemittel und Plattformen für erfolgreiches Online-Marketing und eCommerce im Real-Time-Web. Copyright 2021 facunda financial data GmbH
A1X3WW;khd_humboldt_wedag_vermoegensverwaltung-aktie;"Die KHD Humboldt Wedag International AG bietet technische Produkte und Dienstleistungen für die Zementindustrie an. Das Unternehmen ist in den Segmenten Capex und Plant Services tätig. Das Unternehmen beschäftigt sich mit Prozesstechnologie, Design, Engineering, Projektmanagement und Lieferung von Technologie und Ausrüstung, wie z.B. Mahl-, Pyroprozess- und Systemautomatisierungsausrüstung. Es bietet Lösungen für das Mahlen an, wie z.B. Rollenpressen und Sichter; Pyrolinien oder die Nachrüstung ausgewählter Komponenten umfassen Vorwärmer; kalzinierten Ton; Pyrorotor, eine Technologie zur Verarbeitung alternativer Brennstoffe; Pyroredox, einen Vergasungsreaktor zur Reduzierung von Stickoxidemissionen; Drehrohröfen; Kalzinatoren; Feuerungssysteme und Klinkerkühler. Das Unternehmen bietet auch Automatisierungslösungen an, darunter Brenner-Managementsysteme, hydraulische Steuersysteme für Kühler, ROLCOX zur Überwachung, Steuerung und Analyse des Betriebs von Walzenpressen für eine optimale Vermahlung, ROMIX-c-Systeme zur automatischen Rohmehlsteuerung und Scanex-IC zur Messung der Temperatur in Bereichen, die kleiner sind als ein feuerfester Stein. Darüber hinaus bietet das Unternehmen Schulungs- und Ausbildungsdienste für das Zementwerkspersonal, Walzenpressenscanner und Walzenüberholung, Beratung und Unterstützung, Audits und Beratungsdienste, Wartungsunterstützung sowie E-Learning-Programme über den Pyroprozess an und liefert Ersatz- und Verschleißteile. Die KHD Humboldt Wedag International AG ist in Nordamerika, Indien, dem übrigen Asien, China, dem Nahen Osten, dem übrigen Europa, Russland, Südamerika, Afrika, Deutschland und international tätig. Das Unternehmen wurde 1856 gegründet und hat seinen Hauptsitz in Köln, Deutschland. Die KHD Humboldt Wedag International AG ist eine Tochtergesellschaft der AVIC International Engineering Holdings Pte. Ltd."
A0BVVK;deutsche_cannabis-aktie;Die Deutsche Cannabis AG entstand aus der Beteiligungsgesellschaft F.A.M.E. AG, die Ende 2014 umfirmiert wurde. Gegenstand der F.A.M.E. war der Erwerb, der Verkauf und die Verwaltung von Beteiligungen an Unternehmen sowie die strategische Führung, Steuerung und Koordinierung dieser Unternehmen. Dabei konzentrierte sich die Gesellschaft auf erneuerbare Energien und errichtete Solarparks und Photovoltaikanlagen. Die F.A.M.E. AG stellte am 19.02.2013 einen Insolvenzantrag, den sie am 27.05.2013 zurücknahm. Im August 2014 beschlossen die Aktionäre eine Neuausrichtung: Demnach firmiert die Gesellschaft nun als Deutsche Cannabis AG. Die Gesellschaft plant zunächst Beteiligungen in den USA einzugehen. Dort entwickelt sich seit der schrittweisen Legalisierung von Cannabis in verschiedenen Bundestaaten eine stark wachsende Industrie. Copyright 2021 facunda financial data GmbH
A2QQQU;tmc_content_group-aktie;Die tmc Content Group AG ist als Lizenzhandelsunternehmen für Erwachsenenfilme in Deutschland und Österreich tätig. Außerdem bietet sie Pay- und Free-TV-Sender sowie VoD- und DVD/BluRay-Dienste an. Das Unternehmen war früher als erotic media ag bekannt und änderte seinen Namen im Januar 2008 in tmc Content Group AG. tmc Content Group AG wurde 1935 gegründet und hat seinen Sitz in Zug, Schweiz.
520958;artec_technologies-aktie;"Die artec technologies AG entwickelt in Deutschland Software- und Systemlösungen für die Übertragung, Aufzeichnung und Analyse von Video-, Audio- und Metadaten in Netzwerken oder im Internet. Zu den Marken gehören MULTIEYE für Videoüberwachungs- und Sicherheitslösungen und XENTAURIX für Medien- und Broadcast-Anwendungen zur Überwachung, Streaming, Aufzeichnung und Analyse von TV-, Radio- und Web-Livestream-Inhalten. Darüber hinaus bietet das Unternehmen Projektierung, Inbetriebnahme, Service- und Supportleistungen für Standardprodukte und Sonderentwicklungen an. Die Produkte werden eingesetzt für datenschutzkonforme Videosicherheit, Produktionskontrolle und Qualitätssicherung, Verkaufsförderung, Perimeterschutz und Betriebssicherheitsmaßnahmen; Übertragungsnachweis, Sendungsaufzeichnung, TV-Programmanalyse, E-Learning-Anwendungen und Event-Recorder für Leitstellen und Lagezentren sowie Kundenfrequenzmessung und Verweildauer, Verkehrsflussoptimierung, Rationalisierung von Arbeitsabläufen, Prozessoptimierung im Schul- und Bildungsbereich bis hin zur Inhaltsanalyse von TV-Programmen und Social Media-Videokanälen. Das Unternehmen wurde 1987 gegründet und hat seinen Sitz in Diepholz, Deutschland."
A2PNFY;bevcanna_enterprises-aktie;BevCanna Enterprises Inc. ist ein kanadischer Produzent von Cannabis-Getränken. Das Unternehmen entwickelt mit Cannabinoiden angereicherte Getränke und bietet neben hauseigenen Marken auch White-Label Lösungen für Kunden an. Die Cannabis-Pflanzen werden auf einer Fläche in British Columbia Cannabis kultiviert. BevCanna Enterprises verfügt exklusive Rechte für eine reine Grundwasserquelle und nutzt eine moderne Produktionsanlage, in der die Flaschen abgefüllt werden. Derzeit ist eine Fusion mit der Naturo Group geplant. Copyright 2021 facunda financial data GmbH
A0XFWK;shs_viveon-aktie;Die SHS Viveon AG bietet Beratungs- und Softwarelösungen für das Management von Kreditrisiken in Europa. Sie bietet mit Debitex und RiskSuite Lösungen für die zentrale Automatisierung von Risiko-, Kredit- und Compliance-Prozessen. Das Unternehmen bedient die Branchen Finanzdienstleistungen, Banken, Handel, E-Commerce, Industrie, Telekommunikation und Agenturen. Die SHS Viveon AG wurde 1991 gegründet und hat ihren Hauptsitz in München, Deutschland.
A1PG50;fast_finance24_holding-aktie;Die Fast Finance24 Holding AG betreibt über ihre Beteiligungen den Vertrieb von Konsumgütern über ihren Online-Marktplatz in Deutschland und im übrigen Europa. Sie bietet auch Finanzdienstleistungen und Mikrokredite für Privatpersonen an und vermietet Produkte. Das Unternehmen war früher als SCY Beteiligungen AG bekannt und änderte im Februar 2019 seinen Namen in Fast Finance24 Holding AG. Die Fast Finance24 Holding AG wurde im Jahr 2003 gegründet und hat ihren Sitz in Frankfurt am Main, Deutschland.
A1E8G8;vivanco_gruppe-aktie;Die Vivanco Gruppe AG ist einer der führenden europäischen Anbieter für IT- und TK-Zubehör. Das Leistungsspektrum umfasst die Bereiche Telekommunikation, Verbindungs- und Informationstechnologie, Unterhaltungselektronik sowie Mobilfunk und Taschen. Das Unternehmen entwickelt, beschafft und liefert qualitativ hochwertiges und marktgerecht kalkuliertes Zubehör aus diesen Segmenten. Zu den Produkten zählen Lautsprecher, Misch- und Schaltpulte, Wandhalterungen, MP3-Player, Notebook-Zubehör sowie Mäuse und Tastaturen, die unter den Marken Aircoustic, Pouch, Titan und Vicotron vertrieben werden. Dabei deckt Vivanco die komplette Wertschöpfungskette ab und bietet Entwicklung neuer Produkte, Warenlogistik, Vermarktung, Vertrieb und Sortimentsbetreuung. Copyright 2021 facunda financial data GmbH
HNC205;camerit-aktie;Im September 2020 ist die Hesse Newman Capital AG in CAMERIT AG umfirmiert worden. In der Vergangenheit hat die Hesse Newman Capital AG als Fonds-Emissionshaus vor allem nachhaltige Immobilien mit einem Investitionsvolumen von rund 600 Mio. Euro an Standorten wie Brüssel, Hamburg oder München finanziert. Im Juli 2020 hat die NORDCAPITAL-Gruppe das Fondsgeschäft der Hesse Newman Capital AG vollständig übernommen. Im Rahmen der Transaktion sind auch die Namensrechte an „Hesse Newman“ auf die NORDCAPITAL übergegangen. Copyright 2021 facunda financial data GmbH
A2PPX6;plus_therapeutics-aktie;Plus Therapeutics, Inc. ist ein pharmazeutisches Unternehmen in der klinischen Phase, das sich auf die Entwicklung, Herstellung und Vermarktung von Behandlungen für Patienten mit Krebs und anderen Krankheiten konzentriert. Sein führender Medikamentenkandidat ist Rhenium-186 NanoLiposome, eine patentierte Strahlentherapie, die auf Krebserkrankungen des zentralen Nervensystems abzielt, einschließlich rezidivierender Glioblastome, leptomeningealer Metastasen und pädiatrischer Hirntumoren. Es hat eine Lizenzvereinbarung mit NanoTx, Corp. zur Entwicklung und Vermarktung der Glioblastom-Behandlung von NanoTx. Das Unternehmen war früher als Cytori Therapeutics, Inc. bekannt und änderte im Juli 2019 seinen Namen in Plus Therapeutics, Inc. Plus Therapeutics, Inc. wurde 1996 gegründet und hat seinen Hauptsitz in Austin, Texas.
696780;pro_dv-aktie;"Die PRO DV AG ist als IT-Beratungsunternehmen in Deutschland tätig. Das Unternehmen bietet Dienstleistungen in den Bereichen Geschäftsanalyse, Architekturberatung, Projekt- und Sicherheitsmanagement an. Darüber hinaus bietet das Unternehmen Dienstleistungen für Geschäftsprozessmodelle, Identitäts- und Zugriffsmanagement, Business Continuity Management und Informationssicherheit sowie Workforce Management an. Darüber hinaus bietet das Unternehmen Lösungen für Katastrophenschutz, Stab und Kommando, wie z.B. Katastrophenschutz; und TecBOS.Command, eine Lösung für stufenübergreifende, professionelle Stabs- und Managementunterstützung, einschließlich Einsatzverfolgung, Stabskommunikation, Einsatztagebuch, Berichtsmanagement, Kräfte- und Ressourcenmanagement, Zeitplanung, Lageplan und andere. Das Unternehmen bedient die Branchen Telekommunikation, Energie, Finanzen und Versicherungen, Transport und Verkehr, Gesundheit sowie Regierung und Verwaltung. Das Unternehmen wurde 1979 gegründet und hat seinen Sitz in Dortmund, Deutschland."
A2LQ72;ming_le_sports_neu-aktie;Das chinesische Unternehmen Ming Le Sports AG ist ein Sportbekleidungshersteller für die Zielgruppe der 16- bis 35-jährigen Frauen und Männern. Die Produkte umfassen Schuhe, Bekleidung, Accessoires und Sportausrüstung. Das Unternehmen entwickelt und fertigt seine Erzeugnisse in eigenen Produktionsanlagen oder durch Vertragshersteller. Der Fokus liegt darauf, bequeme, modische und erschwingliche Sportbekleidung und Ausrüstung für Studenten und junge Erwachsene anzubieten. Dabei vertreibt die Gesellschaft innerhalb der Volksrepublik ihre Waren über Vertriebsstellen an über 4200 Einzelhändler. Copyright 2021 facunda financial data GmbH
A1YDAZ;clean_logistics-aktie;Clean Logistics SE ist in der Transportbranche tätig. Das Unternehmen rüstet dieselbetriebene schwere Sattelschlepper und Passagierbusse auf wasserstoffbetriebene Fahrzeuge um. Außerdem bietet es Finanzierungsberatung und -dienstleistungen sowie hybatt-Lkw und -Busse an. Das Unternehmen war früher unter dem Namen SendR SE bekannt und änderte im August 2021 seinen Namen in Clean Logistics SE. Clean Logistics SE hat seinen Sitz in Hamburg, Deutschland.
627500;arcandor-aktie;Die Arcandor AG (ehem. KarstadtQuelle AG) ist Europas größter kombinierter Warenhaus- und Versandhandelskonzern. Er entstand im Jahr 1999 durch die Fusion von Karstadt und Quelle. Die Arcandor AG leitet den Konzern als Management- und Strategieholding. Unter dem Dach der Holding agieren Tochterunternehmen wie z.B. die Quelle AG, die Karstadt Warenhaus GmbH, Thomas Cook oder die Neckermann AG als rechtlich selbständige Unternehmen. Das Amtsgericht Essen hat am 1. September 2009 (Az: 162 IN 161/09) das Insolvenzverfahren über das Vermögen der Holdinggesellschaft Arcandor AG sowie weiterer Unternehmen der Arcandor-Gruppe eröffnet. Copyright 2021 facunda financial data GmbH
A0H1GY;marna_beteiligungen-aktie;Die MARNA Beteiligungen AG ist eine Beteiligungsgesellschaft, die sich mit dem Erwerb, der Verwaltung und Veräußerung von Unternehmensbeteiligungen befasst. Die Gesellschaft ging 2018 aus der Marenave Schiffahrts AG hervor und hat sich seither mit der Umwandlung von einer Reederei zu einer Beteiligungsgesellschaft für Kapital- und Personengesellschaften neu ausgerichtet. Copyright 2021 facunda financial data GmbH
A2DAN1;softline-aktie;Die Softline AG erbringt IT-Beratungsleistungen in Deutschland. Das Unternehmen bietet Software- und IT-Asset-Management, IT-Service-Management, Optimierung von Cloud-Ausgaben, Managed Services für Software-Asset-Management, Managed Trustcenter Services, Identitäts- und Zugriffsmanagement, hardwarebasierte Sicherheitssysteme, Informationssicherheit und Datenschutz, Informations- und IT-Sicherheit, Cloud-Transformation, Cloud-Architektur und -Optimierung, Cloud-Migration und -Integration, Cloud-Sicherheit, Softline Managed Cloud, Future Datacenter, Digital Workplace, Unified Communications, Systemmanagement, Managed Cloud und DC sowie Recruiting Services. Das Unternehmen wurde 1983 gegründet und hat seinen Hauptsitz in Leipzig, Deutschland.
A0KFKH;elexxion-aktie;Die elexxion AG entwickelt, produziert und vertreibt Dentallaser für Weich- und Hartgewebeanwendungen vorwiegend in Deutschland. Das Unternehmen bietet Dentaldiodenlaser unter den Namen elexxion pico, elexxion nano und elexxion claros sowie elexxion pico lite, eine Softlasertherapie, an. Darüber hinaus bietet das Unternehmen Odobleach, SNORE3-Therapie und perio green, ein Therapieprodukt für die photothermische Behandlung von Parodontitis und Periimplantitis, sowie Reparaturdienstleistungen an. Das Unternehmen wurde 2002 gegründet und hat seinen Hauptsitz in Singen, Deutschland. Die elexxion AG ist eine Tochtergesellschaft der Tian Ying Medical Instrument Co, Ltd.
A1YCMM;solarworld-aktie;Die SolarWorld AG produziert und vertreibt Hightech-Solarstromlösungen. Der Konzern mit Sitz in Bonn beschäftigt rund 3.400 Menschen und fertigt in Freiberg und Arnstadt (Deutschland) sowie in Hillsboro (USA). Vom Rohstoff Silizium, über Solarwafer und -zellen bis zum Solarstrommodul vereint das Unternehmen alle Produktionsstufen unter einem Dach. Dazu gehört auch die eigene Forschung und Entwicklung. SolarWorld beliefert ihre Kunden in aller Welt über ein internationales Vertriebsnetz mit Standorten in Europa, den USA, Singapur, Japan und Südafrika. SolarWorld wurde 1998 gegründet und ist seit 1999 börsennotiert. Im Mai 2017 stellte das Unternehmen den Insolvenzantrag. Copyright 2021 facunda financial data GmbH
A2H5RL;delta_technologi-aktie;Delta Technologies Nyrt ist ein ungarischer Medienkonzern mit den zwei Kerngeschäften Medien und Telekommunikation. Zum Medienbereich, der in der EST Media Group Kft. gebündelt wird, gehören Printprodukte, Interieur-Werbung, Onlinemedien sowie Audio- und Video-Downloads (mit dem entsprechenden Copyright). Das Geschäftsfeld Telekommunikation, das über die Tochtergesellschaft Externet Zrt. abgewickelt wird, bietet Internet-und Telekommunikations-Services. Der dritte Geschäftsbereich Asset Management widmet sich der Etablierung der Konzernstruktur und dem Anbieten neuer Services basierend auf der Netztechnologie der Gesellschaft. Darüber hinaus organisiert EST MEDIA über die Tochtergesellschaft Sziget Ltd. Festivals in Ungarn. Hauptsitz ist Budapest. 2016 wurde ein Insolvenzverfahren eröffnet. Im Dezember 2019 schlossen sich die Delta Group und Est Media zusammen und firmieren seither unter dem Namen Delta Technologies. Copyright 2021 facunda financial data GmbH
A3E5E6;homes_holiday-aktie;Homes & Holiday AG, durch ihre Tochtergesellschaften, engagiert sich im Franchising von Ferienimmobilien in Deutschland und Spanien. Das Unternehmen ist auch in der Vermietung von Ferienimmobilien und in der Immobilienverwaltung tätig und bietet Immobilienmakler- und -vermittlungsdienste an. Es betreibt seine Immobilien im Franchising unter den Marken Porta Mondial, Porta Holiday und Places Magazine. Das Unternehmen wurde im Jahr 2017 gegründet und hat seinen Hauptsitz in München, Deutschland.
810310;webac_holding-aktie;Die WEBAC Holding AG ist eine Holdinggesellschaft für verschiedene Unternehmen, die in den Bereichen Kreditverwaltung und Immobilien tätig sind. Dazu gehören beispielsweise die LEGA Kreditverwaltungs GmbH und Immobilienverwalter wie die Webac Verwaltungs GmbH. Copyright 2021 facunda financial data GmbH
A2AFBU;isc_business_technology-aktie;Die ISC Business Technology AG ist eine schweizerische Unternehmensgruppe, welche aktive Beteiligungen an innovativen IT-Beratungshäusern im deutschsprachigen Raum besitzt. Zu den Produkten gehören Beratungsleistungen für Hard- und Software, eigene IT-Plattformen, Internetplattformen und die Entwicklung von Software-Lösungen. Basis sind vor allem die ERP- und CRMSoftware- Lösungen von SAP in Walldorf. Zu den Kunden gehören grosse Konzerne, Mittelständler sowie kleine Betriebe aus allen Branchen. Copyright 2021 facunda financial data GmbH
A2AKAU;talkpool-aktie;Die Talkpool AG ist ein Anbieter von IoT-Lösungen und weltweiten Dienstleistungen für Telekommunikationsnetzwerke. Das Unternehmen bietet Verkäufern und Betreibern aus der Telekommunikationsbranche unabhängig vom Standort einen schnellen und hochwertigen Service. Im Rahmen von end-to-end-Lösungen für das Internet der Dinge im Bereich Smart Homes und Smart Cities konzentriert sich Talkpool auf Funktionen zur Umweltkontrolle, Energiesparen und Schadensprävention. Die Aktien werden an der Stockholmer Börse gehandelt und sind seit Juni 2021 auch an der deutschen Börse gelistet. Copyright 2021 facunda financial data GmbH
A0N3EU;l_konzept_holding-aktie;Die L-KONZEPT Holding AG ist eine Beteiligungsgesellschaft, deren Fokus auf der Gründung, dem Erwerb und der Finanzierung von bzw. die mehrheitliche Beteiligung an Unternehmen der Immobilienbranche liegt. Des Weiteren verfügt die Gesellschaft zusammen mit ihren Tochterfirmen über Erfahrung in den Bereichen Modernisierung und Revitalisierung denkmalgeschützter Wohnobjekte sowie dem Management und der wertschöpfenden Entwicklung von renditeorientierten Immobilienbeständen. Das Angebot der Gruppe richtet sich dabei an Kapitalanleger, steuerlich motivierte Eigennutzer, Globalinvestoren und gewerbliche sowie institutionelle Immobilieninvestoren. Copyright 2021 facunda financial data GmbH
549060;spobag-aktie;Die SPOBAG AG hat seit dem Verkauf der SPOBAG Bowling GmbH keine operativen Geschäfte, sondern verwaltet das eigene Vermögen und sucht nach Investitionsmöglichkeiten. Copyright 2021 facunda financial data GmbH
A1R1C8;panamax-aktie;Die Panamax AG (vormals Pandatel AG) befand sich bis Anfang 2013 in Abwicklung und war vorher in der Entwicklung, Produktion und im Handel mit Telekommunikationssystemen tätig. Auf der Hauptversammlung 2013 wurde der neue Gegenstand des Unternehmens als die Gründung von Kapital- und Personengesellschaften sowie der Erwerb, die Verwaltung und die Veräußerung von Beteiligungen an Kapital- und Personengesellschaften festgelegt. Seit Mai 2015 gehört das Tochterunternehmen Guoshi Asset (Hong Kong) Limited zum Unternehmen. Es dient als Plattform für Beteiligungen im asiatisch-pazifischen Raum. Copyright 2021 facunda financial data GmbH
760010;valora_effekten_handel-aktie;Die Valora Effekten Handel AG (VEG) ist eines der ältesten deutschen Wertpapierhandelshäuser. Operativ tätig ist das Unternehmen in den Bereichen unnotierte Aktien und Wertpapiere. Zu den Kernaufgaben zählt der Handel im eigenen und im fremden Namen mit Wertpapieren jeglicher Art sowie mit Firmenbeteiligungen. Auch in der Vermittlung von Geschäften über die Anschaffung oder die Veräußerung von Wertpapieren ist die AG tätig. Des Weiteren wickelt VEG für zahlreiche Kunden wie die Steigenberger Hotels AG oder die Bibliographisches Institut AG den außerbörslichen Wertpapierhandel ab. Zu dem umfangreichen Leistungsangebots der AG zählen unter anderem Unterstützung eines Vertriebs während der Platzierungsphase, Wertpapierverkaufsprospekte, Kursstellung und BaFin-kontrollierter Handel sowie Kursveröffentlichung. Im Juni 2012 kam ein neues Geschäftsfeld dazu: der Handel von geschlossenen Fondsanteilen soll neben dem bisherigen Handel mit Aktien einen wichtigen Beitrag zum Geschäft der Gesellschaft darstellen. Copyright 2021 facunda financial data GmbH
552932;new_value-aktie;Die Talenthouse AG betreibt eine Plattform, die Kreative mit Marken und Prominenten zusammenbringt. Außerdem betreibt sie ElloU, eine Geldmanagement-Plattform für Kreative. Das Unternehmen war früher unter dem Namen New Value AG bekannt und änderte im November 2021 seinen Namen in Talenthouse AG. Die Talenthouse AG wurde im Jahr 2000 gegründet und hat ihren Sitz in Baar, Schweiz.
A2QQMA;kore_mining_ltd-aktie;KORE Mining Ltd. beschäftigt sich mit der Exploration, Erschließung und Bewertung von Mineralressourcengrundstücken. Das Unternehmen konzentriert sich auf zwei Goldprojekte, die sich zu 100 % in seinem Besitz befinden, darunter das Imperial-Projekt, das aus 654 Claims besteht und eine Fläche von etwa 31.000 Acres im Imperial County im Südosten Kaliforniens umfasst, und das Long Valley-Goldentwicklungsprojekt, das eine Fläche von etwa 15.965 Acres im Mono County im östlichen Zentral-Kalifornien umfasst. Der Hauptsitz des Unternehmens befindet sich in Vancouver, Kanada.
A2H62U;spark_netw_sp_adr-aktie;Spark Networks SE betreibt Online-Dating-Seiten und mobile Anwendungen. Das Unternehmen konzentriert sich auf die Zielgruppe der 40-Jährigen und religiöse Gemeinschaften in Nordamerika und anderen internationalen Märkten. Das Unternehmen betreibt seine Dating-Plattformen unter den Marken Zoosk, EliteSingles, Christian Mingle, Jdate, JSwipe und SilverSingles. Der Hauptsitz von Spark Networks SE befindet sich in Berlin, Deutschland.
A2PAA5;iq_international-aktie;Die iQ International AG ging als Nachfolger der iQ Power Licensing AG hervor und entwickelt und vermarktet Technologien für neuartige Starterbatterien. Kern dieser Technologie sind Autobatterien mit effizienzsteigernder automatischer Elektrolyt-Durchmischung (passive Mischelemente) – ein internationales Patent von iQ Power. Den Lizenzpartnern von iQ International AG bietet die neue Generation an Starterbatterien wesentliche Vorteile durch mehr Kundennutzen, höhere Produkt-Zuverlässigkeit und Zyklenfestigkeit, längere Lebensdauer sowie mehr Umweltschutz und Schonung von Ressourcen. Zum Produktportfolio gehören außerdem die Statusabfrage eyeQ (ein Schlüsselanhänger zur Abfrage des Batteriestatus per Funk) sowie produktbezogene Engineering-Services. Die iQ-Technologie kann auf jede übliche Fahrzeugbatterie angewendet werden. Die operativen Tätigkeiten des Unternehmens sind an Partnergesellschaften ausgelagert und werden über Lizenzabkommen u.a. mit der slowenischen Interbat d.o.o abgewickelt. Das Lizenzgeschäft bedient sich jedoch hauptsächlich der Großlizenznehmer in Asien und Amerika wie der iQ Power Asia in Südkorea, einem Joint Venture mit den koreanischen Unternehmen Daewoo International Corporation, KG Power Inc. und mehreren koreanischen Investmentfonds, oder dem brasilianischen Batteriehersteller Moura. Derzeit beabsichtigt die Gesellschaft mit Engenavis Inc. zu fusionieren Copyright 2021 facunda financial data GmbH
761210;goingpublic_media-aktie;Die Going Public Media Aktiengesellschaft ist als Medienhaus für Corporate Finance und Investmentthemen in Deutschland tätig. Das Unternehmen bietet Zeitschriften, Websites, Newsletter und Veranstaltungen an. Das Unternehmen gibt rund 40 Magazine heraus und betreibt drei Webplattformen in Verbindung mit Online-Newslettern und Social-Media-Präsenz. Außerdem organisiert es Veranstaltungen und bietet Print-, Online-Event- und Netzwerkdienste an. Das Unternehmen wurde 1998 gegründet und hat seinen Sitz in München, Deutschland.
